Data;Ora;ARIMA;UCM;ML
2020-09-18;3;2471094.053514265;2755100.5388734443;1313227.4527430008
2020-09-18;4;2404356.392133093;2686664.6876796638;1183894.9693486062
2020-09-18;5;2384979.9801153536;2678092.840055232;1175095.568980819
2020-09-18;6;2444311.0037876274;2748067.9867423163;1379134.6140581518
2020-09-18;7;2607896.401292796;2971656.32950138;1835466.678161882
2020-09-18;8;2943976.171650404;3337750.1495611225;2444245.601072601
2020-09-18;9;3475203.082145988;3933612.402780484;2995684.6317000724
2020-09-18;10;3678975.581209147;4160994.27115095;3299097.325035243
2020-09-18;11;3711704.712997477;4244878.678571056;3304378.790332226
2020-09-18;12;3755677.627912082;4335818.262576892;3117826.3227687776
2020-09-18;13;3673701.871266313;4235204.82838711;2910918.6142906984
2020-09-18;14;3579351.6864008023;4142025.689044263;2810131.757897112
2020-09-18;15;3640256.059220029;4238909.900468457;2855714.381687314
2020-09-18;16;3693721.749445318;4309063.635123679;3036766.092542737
2020-09-18;17;3839746.1613821313;4456379.179225753;3335797.442146064
2020-09-18;18;4031939.1599077466;4629733.96557749;3722313.59412632
2020-09-18;19;4314627.566189574;4914270.09119093;4108831.825767235
2020-09-18;20;4432421.390659468;5060940.282607673;4340149.500261897
2020-09-18;21;4539690.738431335;5184682.810653232;4261684.219212364
2020-09-18;22;4209996.610846642;4743528.153407279;3827476.3058384224
2020-09-18;23;3742828.3981942968;4235631.569803194;3152167.206216894
2020-09-18;24;3240432.759113092;3700918.403125258;2448525.6387884137
2020-09-19;1;2790312.077950077;3180998.927030443;1893763.454580733
2020-09-19;2;2503054.366408448;2826526.723822541;1536237.3221727489
2020-09-19;3;2347021.236121688;2623335.220831844;1319187.5850866132
2020-09-19;4;2264456.943598884;2510192.493834563;1189495.0068809085
2020-09-19;5;2228813.186967393;2455084.9515821286;1180325.4352907003
2020-09-19;6;2268479.567570009;2477795.31498982;1383985.0625879548
2020-09-19;7;2405977.465702852;2654604.97137897;1839929.27867736
2020-09-19;8;2702992.5770409917;2975688.3069501896;2448312.724713658
2020-09-19;9;3179241.8660460813;3529602.2066569603;2999349.434633539
2020-09-19;10;3357731.332201904;3719344.37644653;3302353.730826904
2020-09-19;11;3383857.165756011;3771036.2579864464;3307221.471065817
2020-09-19;12;3424310.1318732835;3836201.998753046;3120250.6790063498
2020-09-19;13;3353716.9718303084;3716983.540705687;2912920.75384793
2020-09-19;14;3274948.630408328;3612850.181933053;2811708.473695545
2020-09-19;15;3341051.9403857463;3706608.331407002;2856863.128539358
2020-09-19;16;3402996.446297708;3781313.0262244144;3037484.96312459
2020-09-19;17;3552650.691895412;3940367.50424106;3336085.142086984
2020-09-19;18;3747389.211985245;4131828.4237662503;3722169.4163316633
2020-09-19;19;4028448.9259465146;4439707.647550193;4108255.624232815
2020-09-19;20;4156556.827140825;4613556.259943521;4339141.663104964
2020-09-19;21;4274088.442546902;4766692.248216393;4260245.641277836
2020-09-19;22;3977095.086389846;4355372.82246201;3825608.3609269415
2020-09-19;23;3545037.8967292625;3875903.019274338;3149871.718833133
2020-09-19;24;3074482.455662219;3366364.2947989176;2445804.855682176
2020-09-20;1;2649350.396436191;2866616.338010786;1890620.0162379672
2020-09-20;2;2375860.9642071617;2525742.1989215007;1532674.2339407364
2020-09-20;3;2224719.379999652;2328267.3238165607;1315208.1883315078
2020-09-20;4;2141364.177371145;2211988.620239278;1185102.950350681
2020-09-20;5;2100714.2874647416;2144320.4164142217;1175524.6464080217
2020-09-20;6;2129369.838124927;2144919.399461564;1378779.719027209
2020-09-20;7;2247823.695365183;2290415.8722303654;1834323.7801901167
2020-09-20;8;2512423.999725535;2571816.9251832254;2442311.6652975017
2020-09-20;9;2939519.870795565;3078983.554076551;2992957.5751392287
2020-09-20;10;3088481.9876227397;3216655.1460061665;3295575.972038173
2020-09-20;11;3097556.3745221645;3213077.834026181;3300062.8273399463
2020-09-20;12;3121564.945091092;3222209.8684282657;3112716.252526823
2020-09-20;13;3047347.1078467406;3048846.656506972;2905015.7096008016
2020-09-20;14;2969711.0767956385;2895227.22264605;2803438.015173
2020-09-20;15;3027809.3436388816;2946931.8813975374;2848232.474270398
2020-09-20;16;3087116.761549765;2989677.273087018;3028499.3240702683
2020-09-20;17;3232009.919396753;3129299.94860889;3326749.6999955755
2020-09-20;18;3425398.72191252;3315951.090421378;3712489.303059561
2020-09-20;19;3707184.986992548;3635298.163341485;4098235.902071097
2020-09-20;20;3858602.662974332;3838023.702347682;4328787.30625194
2020-09-20;21;4010276.7015140736;4037986.6611624407;4249561.518418567
2020-09-20;22;3778584.9481144575;3691350.557005138;3814599.218916599
2020-09-20;23;3416198.2464052355;3293672.4295991664;3138542.1677198284
2020-09-20;24;3009437.609705157;2881637.686128553;2434159.35491145
2020-09-21;1;2637307.521451941;2493094.34694659;1878662.8619922404
2020-09-21;2;2407321.8586184736;2274555.960471306;1520409.5480344272
2020-09-21;3;2295706.0443014684;2207501.863867612;1302639.9083673258
2020-09-21;4;2250803.8903740444;2226307.977053954;1172234.8210650848
2020-09-21;5;2248715.0335885463;2294711.155299314;1162360.2125784974
2020-09-21;6;2319998.550327853;2428564.5975560467;1365322.3197055904
2020-09-21;7;2490318.2079558703;2700706.5061471234;1820576.5442371725
2020-09-21;8;2826663.789242861;3098502.1097610747;2428277.508561064
2020-09-21;9;3353026.916047839;3708455.4888680303;2978639.198800799
2020-09-21;10;3564925.500323964;3932359.166480281;3280975.8624097197
2020-09-21;11;3610182.719431023;3996032.8712778506;3285183.2572318846
2020-09-21;12;3664917.657352217;4051620.113768264;3097559.2838306646
2020-09-21;13;3595139.264862279;3902781.4999648887;2889583.1973761967
2020-09-21;14;3511556.1396680227;3751343.7477389;2787731.6130336327
2020-09-21;15;3579253.648116179;3783212.472160227;2832253.641184654
2020-09-21;16;3639211.08325152;3785154.296724512;3012249.3324656705
2020-09-21;17;3790358.611739948;3864740.04209985;3310229.6451786933
2020-09-21;18;3987602.545304056;3974473.2753608;3695700.1139195487
2020-09-21;19;4275401.785976459;4202902.764427304;4081178.353065264
2020-09-21;20;4401008.663709337;4304012.7296801405;4311462.030550936
2020-09-21;21;4517292.708054321;4395260.773318788;4231969.022262499
2020-09-21;22;4199075.63986896;3936572.756336472;3796739.897137095
2020-09-21;23;3742668.069959602;3427294.035136683;3120416.320303083
2020-09-21;24;3249284.799569767;2907787.650620957;2415767.20463246
2020-09-22;1;2806297.526639997;2419338.397031456;1860004.5730326292
2020-09-22;2;2525421.7215467133;2111537.1139155026;1501485.2455811116
2020-09-22;3;2375959.814032339;1968478.4033953203;1283449.6990502956
2020-09-22;4;2300413.3981405105;1926608.7510959744;1152778.8142481716
2020-09-22;5;2272371.9243069096;1951130.9810104943;1142638.542433999
2020-09-22;6;2321293.0639719605;2058724.4503755672;1345335.1679559825
2020-09-22;7;2471053.811194192;2322404.0279318485;1800324.1636594925
2020-09-22;8;2786240.616474999;2729077.736550488;2407760.2468291847
2020-09-22;9;3288903.221704815;3364198.2197597087;2957857.52307498
2020-09-22;10;3485648.482132915;3627973.742662064;3259930.3843254573
2020-09-22;11;3524563.422626904;3744187.026266775;3263874.758093336
2020-09-22;12;3578169.3484120504;3862586.7452245024;3075988.740287965
2020-09-22;13;3515162.0206221733;3784186.2810514406;2867751.8072089152
2020-09-22;14;3442656.929962084;3708024.0422700914;2765640.821156682
2020-09-22;15;3521998.5402759765;3817188.653091372;2809905.165663978
2020-09-22;16;3597013.518728983;3895709.902485458;2989645.190559896
2020-09-22;17;3765139.312440965;4048602.8411176074;3287372.179295376
2020-09-22;18;3981962.1314833313;4226085.428757373;3672592.017429075
2020-09-22;19;4291986.999696859;4514765.036903042;4057822.695761317
2020-09-22;20;4440588.843925284;4667085.222658771;4287862.284024596
2020-09-22;21;4579227.788388053;4799401.028329105;4208129.084668751
2020-09-22;22;4273978.176439969;4370991.345187424;3772664.117562284
2020-09-22;23;3822063.221830148;3881007.919526901;3096109.522680633
2020-09-22;24;3326336.791851718;3370052.61910646;2391234.7107819747
2020-09-23;1;2877171.9688175027;2880043.6951584406;1835252.225418624
2020-09-23;2;2590580.5642194287;2561547.863493444;1476519.428871507
2020-09-23;3;2436206.390513224;2399914.4213819443;1258277.3610826132
2020-09-23;4;2355556.723407519;2333051.76904183;1127407.486016627
2020-09-23;5;2321755.050680541;2327755.8617835767;1117076.3571044677
2020-09-23;6;2364842.6439923616;2402353.6253915727;1319590.8787915346
2020-09-23;7;2508629.0075583453;2631487.86534486;1774407.1608803668
2020-09-23;8;2817544.630045765;3003606.7413666924;2381680.5732695204
2020-09-23;9;3312014.3651617896;3605555.722939884;2931625.888585521
2020-09-23;10;3495282.002519884;3838739.94610836;3233558.178887601
2020-09-23;11;3519712.2109419517;3927906.852729672;3237374.063572394
2020-09-23;12;3559468.4919109736;4023514.848674134;3049372.340773177
2020-09-23;13;3484805.2880218267;3927022.790758242;2841033.197867943
2020-09-23;14;3403146.614483218;3837654.163863303;2738834.2155911755
2020-09-23;15;3473937.7959254347;3938438.185491786;2783025.5017041382
2020-09-23;16;3542809.578213077;4013127.132572376;2962708.134465765
2020-09-23;17;3706017.670491824;4166275.25344256;3260394.128282125
2020-09-23;18;3920112.8231739234;4347497.338060783;3645590.100514679
2020-09-23;19;4229423.717544349;4642699.7496912;4030814.773014336
2020-09-23;20;4383380.772499383;4803572.797149209;4260866.943839775
2020-09-23;21;4531025.100999907;4945710.262471021;4181165.639487364
2020-09-23;22;4241464.350346706;4527662.402579638;3745752.597732736
2020-09-23;23;3805826.914411698;4047920.1088130833;3069270.6684182067
2020-09-23;24;3324382.516239246;3546520.35830647;2364489.962564902
2020-09-24;1;2886445.1818498475;3064932.677684284;1808623.7121431136
2020-09-24;2;2608782.485418174;2753402.9290698296;1450029.954554113
2020-09-24;3;2462187.569429172;2597090.6261840607;1231950.3895411182
2020-09-24;4;2388504.8836417333;2533840.62089371;1101267.123741094
2020-09-24;5;2360892.3593280013;2530499.588587914;1091147.3342199996
2020-09-24;6;2410138.6209160257;2605541.606462315;1293898.5283539852
2020-09-24;7;2560769.6939841;2833830.8869571765;1748977.3961685265
2020-09-24;8;2878638.22654012;3204086.4386016084;2356539.863392476
2020-09-24;9;3384271.696184817;3803448.332708523;2906801.232400427
2020-09-24;10;3569329.8600856056;4033615.214113001;3209077.0769118643
2020-09-24;11;3589480.269862036;4119604.5091792135;3213264.4884342984
2020-09-24;12;3622803.6624261145;4212102.404601127;3025662.7058062423
2020-09-24;13;3537752.1261148853;4112739.4360219366;2817752.3241737634
2020-09-24;14;3444466.232695298;4020846.216861389;2716011.2974048834
2020-09-24;15;3504422.370190573;4119491.823589553;2760690.0702369264
2020-09-24;16;3561392.5915268045;4192404.015766166;2940890.020216552
2020-09-24;17;3712350.891685476;4344056.160300318;3239123.4219159274
2020-09-24;18;3913539.295633222;4523938.103578727;3624897.1123133935
2020-09-24;19;4209285.706053676;4817802.690251712;4010729.990952861
2020-09-24;20;4350916.306005909;4977175.505137178;4241420.99043797
2020-09-24;21;4488024.012210808;5117492.24046568;4162389.2274069553
2020-09-24;22;4195170.979686853;4697168.578511334;3727676.484241404
2020-09-24;23;3761660.913792251;4214598.923514797;3051925.6087423945
2020-09-24;24;3286098.9230386675;3709772.934657447;2347906.6622980856
2020-09-25;1;2855754.03490589;3224168.644595061;1792832.7786938692
2020-09-25;2;2585377.1365803056;2908097.847163208;1435061.8477674294
2020-09-25;3;2445984.351013773;2746839.6893595294;1217835.3715411506
2020-09-25;4;2380051.1764928224;2678403.4113937947;1088035.2081093187
2020-09-25;5;2360995.999125105;2669831.141819301;1078828.234654758
2020-09-25;6;2419858.89451251;2739805.871378432;1282521.6067223188
2020-09-25;7;2581944.996600357;2963393.801831864;1738571.6102617264
2020-09-25;8;2914835.292008241;3329487.214408509;2347133.7143475367
2020-09-25;9;3440986.7503655315;3925349.064967515;2898422.7117791977
2020-09-25;10;3642946.608041456;4152730.535500576;3201753.613931495
2020-09-25;11;3675550.6697238632;4236614.549906434;3207022.896923505
2020-09-25;12;3719293.090406212;4327553.745721374;3020529.131409217
2020-09-25;13;3638305.070060189;4226939.928164255;2813752.191664419
2020-09-25;14;3545052.610975085;4133760.410277823;2713169.258286828
2020-09-25;15;3605565.2754067294;4230644.247982379;2759029.950779739
2020-09-25;16;3658716.230175315;4300797.613742103;2940434.7699150224
2020-09-25;17;3803559.30026296;4448112.793773006;3239895.0625931663
2020-09-25;18;3994153.749289336;4621467.220878088;3626916.6878879615
2020-09-25;19;4274420.640608876;4906002.992069575;4014017.5179597167
2020-09-25;20;4391350.75847089;5052672.833889246;4245995.409527438
2020-09-25;21;4497865.858933241;5176415.017162796;4168268.355798998
2020-09-25;22;4171431.612198343;4735260.019970073;3734876.969212476
2020-09-25;23;3708740.551424372;4227363.101244631;3060462.882421732
2020-09-25;24;3211091.7184278136;3692649.604270928;2357794.8976440737
2020-09-26;1;2765194.2120501297;3172729.802706095;1804084.8469007777
2020-09-26;2;2480654.670488375;2818257.2788541014;1447689.2771344157
2020-09-26;3;2326141.982225525;2615065.460045403;1231848.3079452144
2020-09-26;4;2244431.9593893373;2501922.422056368;1103442.377078937
2020-09-26;5;2209221.3211569083;2446814.573638588;1095636.905226214
2020-09-26;6;2248659.0640286184;2469524.635707504;1300737.5571109946
2020-09-26;7;2385082.938936459;2646333.995584598;1758199.0954807976
2020-09-26;8;2679661.742082557;2967417.039470637;2368175.4357618704
2020-09-26;9;3151968.639019615;3521330.652319251;2920879.788760741
2020-09-26;10;3329104.7651191247;3711072.540077834;3225625.5576877203
2020-09-26;11;3355187.120637173;3762764.144414083;3232307.58648587
2020-09-26;12;3395478.785829327;3827929.612804471;3047222.791931909
2020-09-26;13;3325657.729892045;3708710.8872085;2841849.375038214
2020-09-26;14;3247722.00948824;3604577.265714992;2742662.8262276105
2020-09-26;15;3313452.898853661;3698335.1572959367;2789911.060288776
2020-09-26;16;3375066.1629116307;3773039.5990483463;2972692.8613224886
2020-09-26;17;3523680.5414807;3932093.828828124;3273517.850107788
2020-09-26;18;3717029.858332488;4123554.504944709;3661890.1527798567
2020-09-26;19;3996026.320561288;4431433.490148429;4050325.904425758
2020-09-26;20;4123323.739299101;4605281.868790048;4283621.223146905
2020-09-26;21;4240142.508736153;4758417.628139836;4207192.364734518
2020-09-26;22;3945719.085904438;4347097.978291117;3775078.208198333
2020-09-26;23;3517258.700798707;3867627.955837969;3101918.659423549
2020-09-26;24;3050553.84142843;3358089.016926051;2400480.8032934777
2020-09-27;1;2628871.291804905;2858340.850530499;1847974.766935144
2020-09-27;2;2357622.106695068;2517466.506662991;1492755.4072047672
2020-09-27;3;2207758.9987186487;2319991.4316091235;1278061.1715752643
2020-09-27;4;2125153.0545426207;2203712.532912314;1150770.846321212
2020-09-27;5;2084922.5516497595;2136044.1387972296;1144048.2240023369
2020-09-27;6;2113475.877912047;2136642.936384143;1350197.367459106
2020-09-27;7;2231165.078797481;2282139.2285222085;1808671.4663889084
2020-09-27;8;2493938.0197104006;2563540.10567412;2419622.8948963983
2020-09-27;9;2918047.7133812117;3070706.5635963706;2973263.3568129563
2020-09-27;10;3066085.979416756;3208377.989384878;3278904.785367987
2020-09-27;11;3075259.3337187427;3204800.516093832;3286440.5941968067
2020-09-27;12;3099261.153157492;3213932.39401499;3102166.312003909
2020-09-27;13;3025735.749011697;3040569.030442982;2897558.7964886595
2020-09-27;14;2948808.3320924207;2886949.449761637;2799092.242022267
2020-09-27;15;3006658.8073184104;2938653.966523067;2847013.317031624
2020-09-27;16;3065716.2552527767;2981399.2210529307;3030419.6113243834
2020-09-27;17;3209777.0347748925;3121021.764245693;3331819.6057233666
2020-09-27;18;3402017.8875681595;3307672.7785596508;3720716.342999861
2020-09-27;19;3682078.145346998;3627019.7288118703;4109624.9336180207
2020-09-27;20;3832675.8206870514;3829745.149980887;4343340.531883564
2020-09-27;21;3983544.2974879337;4029707.995789229;4267278.4925837405
2020-09-27;22;3753598.248238176;3683071.783456336;3835476.858447189
2020-09-27;23;3393789.875029621;3285393.552705656;3162574.7656068937
2020-09-27;24;2989857.680410029;2873358.7107212683;2461338.5974887684
2020-09-28;1;2620289.24162724;2484815.2778565097;1908977.849445714
2020-09-28;2;2391915.917237285;2266276.802529465;1553846.8181894212
2020-09-28;3;2281136.7289341646;2199222.621905091;1339183.463693204
2020-09-28;4;2236639.4835294643;2218028.6559018707;1211866.1588425431
2020-09-28;5;2234683.614538862;2286431.7597888303;1205058.3581380316
2020-09-28;6;2305645.990702621;2420285.132518363;1411063.8626684037
2020-09-28;7;2475044.711726072;2692426.976413476;1869335.6778052447
2020-09-28;8;2809478.110828992;3090222.520162731;2480026.071425692
2020-09-28;9;3332819.776620051;3700175.844236291;3033346.7200511885
2020-09-28;10;3543631.3998547294;3924079.4716464714;3338609.609040137
2020-09-28;11;3588810.7651339443;3987753.1310733263;3345708.2842073548
2020-09-28;12;3643417.084052017;4043340.333024401;3160938.4866638384
2020-09-28;13;3574239.749500719;3894501.683513087;2955777.3671111544
2020-09-28;14;3491329.764626909;3743063.900410573;2856699.493498378
2020-09-28;15;3558828.2068274645;3774932.598786809;2903951.988428326
2020-09-28;16;3618637.5612118826;3776874.402137445;3086632.9762632167
2020-09-28;17;3769132.750851443;3856460.131130592;3387251.5524985483
2020-09-28;18;3965484.795401826;3966193.352840816;3775311.4542948026
2020-09-28;19;4251915.746733181;4194622.835188066;4163328.5655299663
2020-09-28;20;4377067.361550703;4295732.798553121;4396098.892377498
2020-09-28;21;4492959.766873577;4386980.84513546;4319038.719085699
2020-09-28;22;4176680.7873457978;3928292.835928311;3886187.0944701545
2020-09-28;23;3722907.001603837;3419014.127335158;3212184.2362983
2020-09-28;24;3232302.086196176;2899507.7602575338;2509797.683952547
2020-09-29;1;2791779.8237558804;2411058.5289375857;1956238.1617576857
2020-09-29;2;2512491.774045212;2103257.2729226267;1599861.2669217964
2020-09-29;3;2363921.839651914;1960198.5943348708;1383906.3298654829
2020-09-29;4;2288880.8967785155;1918328.9787993615;1255253.162152203
2020-09-29;5;2261101.2174181384;1942851.2503091127;1247066.7234001665
2020-09-29;6;2309903.5395055185;2050444.766100788;1451652.3842897927
2020-09-29;7;2459061.293180132;2314124.39491502;1908464.7821785556
2020-09-29;8;2772867.0600808263;2720798.1596229337;2517657.877218382
2020-09-29;9;3273292.394697072;3355918.70375272;3069445.096175267
2020-09-29;10;3469289.731543961;3619694.292406903;3373140.230311248
2020-09-29;11;3508210.0410450343;3735907.646594668;3378638.6843918
2020-09-29;12;3561758.103739036;3854307.440966643;3192238.109119253
2020-09-29;13;3499227.253097536;3775907.0570389824;2985417.6126370616
2020-09-29;14;3427234.461712628;3699744.903334145;2884653.765490306
2020-09-29;15;3506408.485469176;3808909.6040630047;2930195.735179188
2020-09-29;16;3581283.255953283;3887430.9481956926;3111143.730364356
2020-09-29;17;3748874.615502928;4040323.986397416;3410008.967213799
2020-09-29;18;3964973.160767674;4217806.67843768;3796297.336854903
2020-09-29;19;4273904.19815475;4506486.395814712;4182526.9073359706
2020-09-29;20;4422116.759178215;4658806.695632621;4413495.896053955
2020-09-29;21;4560423.17042919;4791122.620195882;4334622.822146604
2020-09-29;22;4256654.959994811;4362713.060777827;3899948.9898108426
2020-09-29;23;3806775.4849284207;3872729.763671555;3224116.889244899
2020-09-29;24;3313209.23809522;3361774.596635932;2519896.34598211
2020-09-30;1;2865970.454397544;2871765.81090322;1964500.3808927927
2020-09-30;2;2580632.9189420138;2553270.122283957;1606286.8944692558
2020-09-30;3;2426981.393851212;2391636.8280485407;1388497.5237391077
2020-09-30;4;2346762.671864157;2324774.328414784;1258014.386883689
2020-09-30;5;2313210.936386224;2319478.5786930816;1248004.7464075352
2020-09-30;6;2356265.9981977567;2394076.504667746;1450776.2687594136
2020-09-30;7;2499664.5719517404;2623210.911817729;1905785.876440123
2020-09-30;8;2807626.4375113286;2995329.959866206;2513189.800559431
2020-09-30;9;3300532.030728448;3597279.1182958987;3063203.7211931064
2020-09-30;10;3483350.5190839125;3830463.523150642;3365143.6618155707
2020-09-30;11;3507884.834138713;3919630.616287892;3368907.2348018326
2020-09-30;12;3547697.1229830305;4015238.80357787;3180794.270459452
2020-09-30;13;3473466.4417723143;3918746.941836972;2972286.025129548
2020-09-30;14;3392254.7088879;3829378.515946408;2869861.1828344367
2020-09-30;15;3463004.311632954;3930162.743408536;2913770.9864766765
2020-09-30;16;3531847.973627845;4004851.9011519416;3093117.6788192703
2020-09-30;17;3694748.401039244;4158000.237514002;3390414.465623269
2020-09-30;18;3908401.2158274874;4339222.54245305;3775169.179984818
2020-09-30;19;4217013.146094911;4634425.17923313;4159901.781265259
2020-09-30;20;4370751.729651977;4795298.456669524;4389412.32437793
2020-09-30;21;4518211.797307101;4937436.156798321;4309121.109463093
2020-09-30;22;4229695.579936671;4519388.536542408;3873071.1622340265
2020-09-30;23;3795469.383114144;4039646.4872396784;3195906.6322765853
2020-09-30;24;3315512.073876119;3538246.986025128;2490398.939686482
2020-10-01;1;2878896.811596384;3056659.559523107;1933762.6324119116
2020-10-01;2;2602098.971302856;2745130.0698567918;1574357.0683096405
2020-10-01;3;2456010.5446288283;2588818.030747008;1355425.2696484083
2020-10-01;4;2382639.698354538;2525568.294060346;1223850.6653189457
2020-10-01;5;2355220.480617578;2522227.5351858065;1212801.7521271217
2020-10-01;6;2404476.532085657;2597269.831318893;1414587.3523222564
2020-10-01;7;2554889.8169605285;2825559.3948997227;1868665.463706868
2020-10-01;8;2872181.435170453;3195815.2344572647;2475193.310736721
2020-10-01;9;3376860.561652955;3795177.42130428;3024387.483006514
2020-10-01;10;3561703.066153692;4025344.6002757;3325564.828193564
2020-10-01;11;3582001.0537551795;4111334.197735541;3328623.6964082443
2020-10-01;12;3615447.384398842;4203832.400377616;3139864.567823261
2020-10-01;13;3530756.373759977;4104469.743844965;2930769.2598163644
2020-10-01;14;3437837.789535413;4012576.84155717;2827816.927570828
2020-10-01;15;3497864.539471677;4111222.769984137;2871259.194575976
2020-10-01;16;3554917.1328827795;4184135.288685441;3050198.592925528
2020-10-01;17;3705797.910314684;4335787.764570003;3347148.525967805
2020-10-01;18;3906838.77087077;4515670.044024371;3731616.932251927
2020-10-01;19;4202302.05931001;4809534.971698689;4116123.784305196
2020-10-01;20;4343928.383859278;4968908.132410692;4345469.057839556
2020-10-01;21;4481053.812846848;5109225.218390752;4265072.88153502
2020-10-01;22;4188877.96045572;4688901.911912806;3828978.01759388
2020-10-01;23;3756217.529428368;4206332.617217329;3151828.260484041
2020-10-01;24;3281517.815771856;3701506.9934855183;2446394.584095295
2020-10-02;1;2851924.1399142966;3215903.073372957;1889890.9997581204
2020-10-02;2;2582046.7714789486;2899832.650715024;1530676.239155268
2020-10-02;3;2442963.0590298977;2738574.8725091727;1311992.6098093055
2020-10-02;4;2377237.3210822702;2670138.978964976;1180722.738433769
2020-10-02;5;2358329.631744382;2661567.098635531;1170034.2334674615
2020-10-02;6;2417254.097876751;2731542.2222630247;1372234.9440123031
2020-10-02;7;2579302.3197261416;2955130.5516079264;1826781.8116425197
2020-10-02;8;2912006.0640956834;3321224.36789895;2433830.9229012304
2020-10-02;9;3437828.780385603;3917086.62699503;2983597.649869039
2020-10-02;10;3639795.880478168;4144468.5108876536;3285397.5450218967
2020-10-02;11;3672566.0127415415;4228352.943475348;3289127.587551353
2020-10-02;12;3716469.447764532;4319292.562294186;3101086.81330806
2020-10-02;13;3635735.121120549;4218679.17256281;2892755.524201008
2020-10-02;14;3542735.768119073;4125500.087323742;2790611.291349341
2020-10-02;15;3603399.270305365;4222384.362497064;2834904.0880578062
2020-10-02;16;3656711.438755854;4292538.17054673;3014734.732786187
2020-10-02;17;3801675.881132216;4439853.797688525;3312614.854638318
2020-10-02;18;3992386.696838882;4613208.676725217;3698050.560172052
2020-10-02;19;4272755.068488467;4897744.904668804;4083559.935068445
2020-10-02;20;4389871.203675729;5044415.208060827;4313941.016505893
2020-10-02;21;4496587.55110203;5168157.857726741;4234611.9460755605
2020-10-02;22;4170465.943412792;4727003.331746163;3799613.4535275055
2020-10-02;23;3708077.4187467257;4219106.889052396;3123587.2589023
2020-10-02;24;3210686.722665808;3684393.8729296583;2419302.222842832
2020-10-03;1;2764991.080951089;3164474.5570348343;1863970.2084754775
2020-10-03;2;2480603.04629425;2810002.52367164;1505947.767414782
2020-10-03;3;2326216.0084865377;2606811.2001702846;1288474.9990095303
2020-10-03;4;2244621.4856746537;2493668.6623068764;1158432.297249345
2020-10-03;5;2209524.088069299;2438561.318832754;1148985.0169731562
2020-10-03;6;2249085.4896493307;2461271.890663096;1352438.7364675018
2020-10-03;7;2385660.6265221336;2638081.765119125;1808248.1129570408
2020-10-03;8;2680451.6151823583;2959165.3284013434;2416566.938894665
2020-10-03;9;3153063.341355877;3513079.465463113;2967608.286241248
2020-10-03;10;3330435.851103804;3702821.88225156;3270685.405099698
2020-10-03;11;3356704.813912623;3754514.020434107;3275692.9737627413
2020-10-03;12;3397192.94372216;3819680.0274869534;3088927.7324751443
2020-10-03;13;3327511.1587406155;3700461.845369329;2881867.696547635
2020-10-03;14;3249702.3791330075;3596328.77216977;2780988.163261789
2020-10-03;15;3315647.117300336;3690087.216859991;2826536.8485247106
2020-10-03;16;3377478.1245941194;3764792.216536713;3007612.3336235457
2020-10-03;17;3526383.3822332057;3923847.009055558;3306724.0342674884
2020-10-03;18;3720075.750064613;4115308.252725671;3693375.871039855
2020-10-03;19;3999510.123778007;4423187.810297098;4080083.774724184
2020-10-03;20;4127134.40732489;4597036.766120295;4311643.662091762
2020-10-03;21;4244283.063629608;4750173.107465245;4233471.592298398
2020-10-03;22;3949778.5781364935;4338854.0444249725;3799606.254070119
2020-10-03;23;3521061.342877305;3859384.613593251;3124687.371085802
2020-10-03;24;3054011.41020631;3349846.271115436;2421481.855729162
2020-10-04;1;2631988.318909719;2850098.7059663595;1867199.673927196
2020-10-04;2;2360540.698542505;2509224.9681573845;1510195.5342496992
2020-10-04;3;2210607.380264489;2311750.5039738067;1293707.7503376666
2020-10-04;4;2128005.81716785;2195472.220958718;1164614.990609011
2020-10-04;5;2087830.1264306523;2127804.4473364777;1156080.9471745796
2020-10-04;6;2116533.539108329;2128403.870227037;1360409.60127943
2020-10-04;7;2234509.370378372;2273900.792479228;1817054.081266845
2020-10-04;8;2497806.201889673;2555302.3045554217;2426166.7213596413
2020-10-04;9;2922725.778312477;3062469.402211787;2977959.2084275666
2020-10-04;10;3071161.100732529;3200141.472543908;3281743.4825381828
2020-10-04;11;3080509.7851244346;3196564.6486056475;3287412.989440327
2020-10-04;12;3104713.917315081;3205697.180688428;3101263.3160825786
2020-10-04;13;3031216.600057215;3032334.4760865434;2894771.4056303133
2020-10-04;14;2954303.2189235333;2878715.5591834844;2794411.5660547204
2020-10-04;15;3012417.824910532;2930420.744531024;2840430.608380876
2020-10-04;16;3071747.731013092;2973166.6724544703;3021926.294801248
2020-10-04;17;3216258.694271693;3112789.893847951;3321407.309024625
2020-10-04;18;3409064.4242360187;3299441.591169408;3708376.9278372712
2020-10-04;19;3689895.90835446;3618789.229235563;4095350.5274369176
2020-10-04;20;3841012.210999916;3821515.343024592;4327123.559987089
2020-10-04;21;3992415.462426247;4021478.88625867;4249111.710719047
2020-10-04;22;3762151.949584302;3674843.376156879;3815353.385664621
2020-10-04;23;3401699.5317026577;3277165.8524423046;3140488.117351334
2020-10-04;24;2996980.80951652;2865131.722298664;2437282.718824778
2020-10-05;1;2626667.5843549822;2476589.006078929;1882947.1483558784
2020-10-05;2;2397862.1569754668;2258051.252200812;1525836.1988260509
2020-10-05;3;2286925.5962861413;2190997.7978289053;1309188.3595146197
2020-10-05;4;2242431.0992404018;2209804.5628813133;1179882.565535854
